nom_recherche,trouve,personne_id,nom_tmdb,alias,date_naissance,date_deces,lieu_naissance,genre,departement_connu,biographie,popularite,url_photo,imdb_id,nb_films_realises,filmographie,film_miniature
Peter Watkins,TRUE,95568,Peter Watkins,彼得·沃特金,1935-10-29,2025-10-30,"Norbiton, Surrey, England, UK",Homme,Directing,"Peter Watkins (29 October 1935 – 30 October 2025) was an English filmmaker, documentarian, writer and film theorist. He is known as a pioneer of the docudrama and the mockumentary genres, typically with heavy political content. His films present pacifist and radical ideas in a nontraditional style. He mainly concentrated his works and ideas around the mass media and viewers' relation/participation to a movie or television documentary.

Nearly all of Watkins' films have used a combination of dramatic and documentary elements to dissect historical occurrences or possible near future events. The first of these, Culloden, portrayed the Jacobite uprising of 1745 in a documentary style, as if television reporters were interviewing the participants and accompanying them into battle; a similar device was used in his biographical film Edvard Munch. La Commune (Paris, 1871) reenacts the Paris Commune days using a large cast of French non-actors.

In 2004 he also wrote a book, Media Crisis, an engaged essay about the media crisis, the monoform and, foremost, the lack of debate around the construction of new forms of audiovisual media.

Description above from the Wikipedia article Peter Watkins, licensed under CC-BY-SA,full list of contributors on Wikipedia.",0.9491,https://image.tmdb.org/t/p/w500/t4MXahz5AJqEHXnZ4cOIORA1sRV.jpg,nm0914386,18,,./img_persons_tmdb/img_png/img_95568.png
Giovanni Pastrone,TRUE,41611,Giovanni Pastrone,NA,1883-09-13,1959-06-27,"Montechiaro d'Asti, Piedmont, Italy",Homme,Directing,"​From Wikipedia, the free encyclopedia

Giovanni Pastrone, also known by his artistic name Piero Fosco (13 September 1883 - 27 June 1959), was an Italian film pioneer, director, screenwriter, actor and technician.

Pastrone was born in Montechiaro d'Asti. He worked during the era of the silent film, but he influenced many important directors in the international cinema, such as David Wark Griffith, in his Birth of a Nation (1915) and Intolerance (1916).

He died in Turin on 27 June 1959.

Description above from the Wikipedia article Giovanni Pastrone, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.4841,https://image.tmdb.org/t/p/w500/dU5FZLU78TWOjdP8qRn1GRrUc6o.jpg,nm0665163,15,,./img_persons_tmdb/img_png/img_41611.png
Billy Wilder,TRUE,3146,Billy Wilder,"Samuel Wilder, 빌리 와일더, Billie Wilder",1906-06-22,2002-03-27,"Sucha, Galicia, Austria-Hungary",Homme,Directing,"Billy Wilder, born Samuel Wilder; (22 June 1906 - 27 March 2002) was an Austrian-born director, screenwriter and producer who is regarded as one of the most successful filmmakers of Hollywood's golden age. Today he is best known for his comedies, although he also directed dramas and film noirs. Wilder is one of only five people who have won Academy Awards as producer, director, and writer for the same film (The Apartment).

Wilder's career began in Germany, where he worked as a writer for comedy films from 1930. After the Nazis seized power in 1933, he emigrated to the United States, where he continued to write screenplays, including Ernst Lubitsch's Ninotchka (1939) and Howard Hawks' Ball of Fire (1941). From the early 1940s, Wilder was allowed to film his own screenplays and thus made a name for himself as a director. Initially, his greatest successes included predominantly dramatic film noirs such as Double Indemnity (1944), The Lost Weekend (1945), Sunset Boulevard (1950) and Ace in the Hole (1951). It was only then that he increasingly turned to comedy, including Stalag 17 (1953), Sabrina (1954) and The Seven Year Itch (1955), although he made a small detour to courtroom drama with Witness for the Prosecution (1957). With Some Like It Hot (1959) and The Apartment (1960) he made his most famous and probably most successful comedy films, the latter even receiving five Oscars. In One, Two, Three (1961), Wilder dealt with the conditions of the time in his former adopted country, Germany, and made the successful romantic comedy Irma la Douce (1963). In the two decades that followed, Wilder made seven more films, which were less well received by critics and audiences, although the German-French drama Fedora (1978) is viewed somewhat more favorably today by predominantly pretentious film experts. Some time later, Wilder was under discussion as director for Schindler's List, which he had wanted as the end of his long career, but ultimately had to turn it down due to his advanced age.",2.1773,https://image.tmdb.org/t/p/w500/nWV9BDDCbRegP7etiPjl3vYnJEq.jpg,nm0000697,27,,./img_persons_tmdb/img_png/img_3146.png
Joseph Kosinski,TRUE,86270,Joseph Kosinski,NA,1974-05-03,NA,"Marshalltown, Iowa, USA",Homme,Directing,"Joseph Kosinski (born May 3, 1974) is an American film director. He directed the films Tron: Legacy (2010), Oblivion (2013), Only the Brave (2017), Top Gun: Maverick (2022), Spiderhead (2022), and F1 (2025). His previous work in computer graphics and computer-generated imagery (CGI) primarily involved CGI-related television commercials, including the ""Starry Night"" commercial for Halo 3 and the award-winning ""Mad World"" commercial for Gears of War.",2.264,https://image.tmdb.org/t/p/w500/oWLUXWY0j8TYzwnf2wETYWO181S.jpg,nm2676052,9,,./img_persons_tmdb/img_png/img_86270.png
Josh Cooley,TRUE,84496,Josh Cooley,"乔什·库利, Джош Кулі",1979-05-23,NA,"Berkeley, California, USA",Homme,Directing,"Joshua Cooley (born May 23, 1979) is an American filmmaker and storyboard artist. He is best known for directing the animated films Toy Story 4 (2019) and Transformers One (2024), with the former winning the Academy Award for Best Animated Feature. He also co-wrote the screenplay for the film Inside Out (2015), which was nominated for the Academy Award for Best Original Screenplay.

Description above from the Wikipedia article Josh Cooley, licensed under CC-BY-SA, full list of contributors on Wikipedia.",2.0012,https://image.tmdb.org/t/p/w500/eGN0vaFmKtqHu1nFi3Lv4roQ6P2.jpg,nm2155757,10,,./img_persons_tmdb/img_png/img_84496.png
Shinichiro Ueda,TRUE,2130029,Shinichiro Ueda,"Shin'ichirô Ueda, Shin'ichirō Ueda, Shin'ichiro Ueda, うえだ しんいちろう",1984-04-07,NA,"Shiga Prefecture, Japan",Homme,Directing,"Shin'ichirô Ueda (Kyoto Prefecture, 7 April 1984) is a Japanese film director.",0.9351,https://image.tmdb.org/t/p/w500/mEWWbK3eJkPSYqn4EvW8tD0fLDl.jpg,nm4940051,20,,./img_persons_tmdb/img_png/img_2130029.png
Bruno Dumont,TRUE,95901,Bruno Dumont,브루노 뒤몽,1958-03-14,NA,"Bailleul, France",Homme,Directing,"From Wikipedia, the free encyclopedia.

Bruno Dumont (born 1958, Bailleul, France) is a French film director. To date, he has directed ten feature films, all of which border somewhere between realistic drama and the avant-garde. His films have won several awards at the Cannes Film Festival. Two of Dumont's films have won the Grand Prix award: both L'Humanité (1999) and Flandres (2006). Dumont's Hadewijch won the 2009 Prize of the International Critics (FIPRESCI Prize) for Special Presentation at the Toronto Film Festival, and will be distributed in France in 2009, and by IFC in the U.S. in 2010.

Dumont has a background of Greek and German (Western) philosophy, and of corporate video. His films often show the ugliness of extreme violence and provocative sexual behavior, and are usually classified as art films. Dumont has himself likened his films to visual arts, and he typically uses long takes, close-ups of people's bodies, and story lines involving extreme emotions. Dumont does not write traditional scripts for his films. Instead, he writes complete novels which are then the basis for his filmmaking.

He says that some of his favorite filmmakers are Stanley Kubrick, Ingmar Bergman, Pier Paolo Pasolini, Roberto Rossellini, and Abbas Kiarostami. He is frequently considered an artistic heir to Robert Bresson.

His work has been associated with the New French Extremity. His film Outside Satan premiered in the Un Certain Regard section at the 2011 Cannes Film Festival.

Description above from the Wikipedia article Bruno Dumont, licensed under CC-BY-SA, full list of contributors on Wikipedia.​",0.9418,https://image.tmdb.org/t/p/w500/gvtqHphhlZog9ODTapxAqBrEaBK.jpg,nm0241622,13,,./img_persons_tmdb/img_png/img_95901.png
Christophe Honoré,TRUE,76910,Christophe Honoré,Christophe Honore,1970-04-10,NA,"Carhaix, Brittany, France",Homme,Directing,"Christophe Honoré (born 10 April 1970; Carhaix) is a French writer and film and theatre director.

Honoré was born in Carhaix, Finistère. After moving to Paris in 1995, he wrote articles in Les Cahiers du Cinéma. He started writing soon after. His 1996 book Tout contre Léo (Close to Leo) talks about HIV and is aimed at young adults; he made it into a film in 2002. He wrote other books for young adults throughout the late 1990s. His first play, Les Débutantes, was performed at Avignon's Off Festival in 1998. In 2005, he returned to Avignon to present Dionysos impuissant in the ""In"" Festival, with Joana Preiss and Louis Garrel playing the leads.

A well-known director, he is considered an ""auteur"" in French cinema. His 2006 film Dans Paris has led him to be considered by French critics as the heir to the Nouvelle Vague cinema. In 2007, Les Chansons d'amour was one of the films selected to be in competition at the 2007 Cannes Film Festival. Honoré is openly gay, and some of his movies or screenplays (among them Les Filles ne savent pas nager, Dix-sept fois Cécile Cassard and Les Chansons d'amour) deal with gay or lesbian relations. His film Plaire, aimer et courir vite (Sorry Angel), about a writer who has contracted HIV in the 1990s, won the Louis Delluc Prize for Best Film in 2018. Honoré has been the screenwriter for some of Gaël Morel's films. The actors Louis Garrel and Chiara Mastroianni have each had roles in several of his films.

Honoré has also directed several operas for the stage. For the Opéra de Lyon he directed Poulenc's Dialogues of the Carmelites in 2013, Debussy's Pelléas et Mélisande in 2015, and Verdi's Don Carlos in 2018. He also presented his production of Mozart's Così fan tutte at the Aix-en-Provence Festival and the Edinburgh Festival in 2016, and Puccini's Tosca at Aix-en-Provence in 2019; both of these productions adopted a radical approach to traditional works.

In the summer of 2020 Honoré's rehearsals of his stage production of Le Côté de Guermantes, based on the third volume of Proust's In Search of Lost Time, were interrupted by restrictions to combat the COVID-19 epidemic and it became impossible to present it at the Comédie-Française as planned. With his troupe of actors he decided to make a film about the production and the uncertainties they were now facing, and the film Guermantes was released in September 2021.",0.942,https://image.tmdb.org/t/p/w500/vhRdx5xeSjlB6lPfXsnc0L3g02g.jpg,nm0393394,25,,./img_persons_tmdb/img_png/img_76910.png
Slava Tsukerman,TRUE,95168,Slava Tsukerman,"Слава Цукерман, Vladislav Mendelevich Tsukerman, Владисла́в Менделе́вич Цукерма́н",1940-03-09,2026-03-02,"Moscow, USSR",Homme,Directing,"Vladislav ""Slava"" Mendelevich Tsukerman (Russian: Сла́ва (Владисла́в Менделе́вич) Цукерма́н; March 9, 1940 – March 2, 2026) was a Russian film director of Jewish origin. He was born in the Soviet Union and emigrated in 1973 with his wife Nina Kerova to Israel. In 1976 he moved to New York City. He is best known for producing, directing, and writing the screenplay for the 1982 cult film Liquid Sky. He also directed the 2004 documentary Stalin's Wife (about Nadezhda Alliluyeva) and the 2008 film Perestroika. Today, he resides in New York City with his wife and producing partner Nina Kerova.

In the 1960s he studied at the Moscow Institute of Civil Engineering (MISI), where he began creating. Tsukerman made his first film at 21 years of age, titled I Believe in Spring. It was the first independent short fiction film in Soviet history. It won first prize at the All-Union Festival of Amateur Films in Moscow. It went on to win a prize at the Montreal World Film Festival. In the 1970s he immigrated to Israel and worked for Israeli television. There, he filmed a documentary titled Once Upon a Time There Were Russians in Jerusalem. The film won Best Documentary and Best Director at The World Television Film Festival in Hollywood.",0.4183,https://image.tmdb.org/t/p/w500/hQx1HFpbLXsVGVfmGUVBz9sWyb9.jpg,nm0875367,9,,./img_persons_tmdb/img_png/img_95168.png
Tony Scott,TRUE,893,Tony Scott,"Anthony D. L. Scott, Anthony David Leighton Scott, Anthony Scott",1944-06-21,2012-08-19,"North Shields, Northumberland, England, UK",Homme,Directing,"Anthony David Leighton Scott (June 21, 1944 – August 19, 2012) was an English and American film director, producer and actor. He was known for directing highly successful action and thriller films such as Top Gun (1986), Beverly Hills Cop II (1987), Days of Thunder (1990), The Last Boy Scout (1991), True Romance (1993), Crimson Tide (1995), Enemy of the State (1998), Man on Fire (2004), Déjà Vu (2006), and Unstoppable (2010).

Scott was the younger brother of film director Sir Ridley Scott. They both graduated from the Royal College of Art in London, and were among a generation of British film directors who were successful in Hollywood having started their careers making television commercials. In 1995, both Tony and Ridley received the BAFTA Award for Outstanding British Contribution To Cinema. In 2010, they received the BAFTA Britannia Award for Worldwide Contribution to Filmed Entertainment.",2.5523,https://image.tmdb.org/t/p/w500/5PYRgW97xk9iNVC8dS0seoIliRR.jpg,nm0001716,23,,./img_persons_tmdb/img_png/img_893.png
Thomas Vinterberg,TRUE,4453,Thomas Vinterberg,"토마스 빈터베르그, 토마스 빈터베르크, Томас Винтерберг, 토마스 빈터버그",1969-05-19,NA,"Frederiksberg, Danmark",Homme,Directing,"Thomas Vinterberg (born 19 May 1969) is a Danish film director who, along with Lars von Trier, co-founded the Dogme 95 movement in filmmaking, which established rules for simplifying movie production. Thomas gained international acclaim for his film The Celebrtion (1998), which was awarded Jury Prize in Cannes. He is best known for the films The Celebration (1998), Submarino (2010), The Hunt (2012), Far from the Madding Crowd (2015), and Another Round (2020). For Another Round, he was nominated for the Academy Award for Best Director and won the Academy Award for Best International Feature Film.

Description above from the Wikipedia article Thomas Vinterberg, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.4125,https://image.tmdb.org/t/p/w500/1lChKBPVLqbn7Kl8lHghybBVzgw.jpg,nm0899121,16,,./img_persons_tmdb/img_png/img_4453.png
