df_goopldet.place_id,df_goopldet.adresse,df_goopldet.nom,df_goopldet.telephone,df_goopldet.url,df_goopldet.types,df_goopldet.type.princ,df_goopldet.note_globale,df_goopldet.nb_notes,df_goopldet.moy_anciennete_avis,df_goopldet.med_anciennete_avis,df_goopldet.nb_notes.s,df_goopldet.type.princ.fr,df_goopl.id,df_goopl.reference,INSEE_COM,df_goopl.lng,df_goopl.lat,df_goopldet.moy_anciennete_avis.rang
ChIJ_2Mub8oS5kcRqN6UL0kABX4,"131 Rue Edouard Branly, 93100 Montreuil, France",Transdem,+33 1 48 12 22 76,https://maps.google.com/?cid=9080664537993371304,"c(""moving_company"", ""point_of_interest"", ""establishment"")",moving_company,,0,,,0,société de déménagement,51195855db64ba6c75a5d7843e954b7a24e48802,CmRRAAAAETmYskHxDpTIRUhNoQ3Nntkv5eHfoJZhf9ddGfGtYSdG2jA4ERbRQ3UEkOan2Vn6y-Rqnv_3ChcyJy83Qze94XXmpYMihJ8LENhFyULpI2aSu4Gch12go80VGxvGeesKEhBkUS91FQLsL7ojoP4G4eVPGhQj-1CrAQCFNSJOUJtZxHa2srWw8w,93048,2.4622199,48.8747667,
ChIJ_2ujoJ1y5kcRL1x9FEUXSsE,"34 Rue Raspail, 93100 Montreuil, France",Bag'Elite,+33 1 48 59 28 22,https://maps.google.com/?cid=13927970383060622383,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,443f2b6c37b69d3442eefd893e7ce58c5cbdbb85,CmRSAAAA7vD8al86fB_nZWrFMK-OdeFWEaP9UkAWUWxqeRcG24FsRfCQtxL0mCJfe4UYNYeHZ_avn-u7IXNQEBhZMH62NYtaDf1HjxbwuSLa2pethJP6Sv7l7Jh6GV_UboNhDv7XEhCmFBSuTfShstbYDscHrdzOGhR-s1qbf7LWXBZUA3GBru8KDDbfDg,93048,2.4257888,48.85301,
ChIJ_2uY3sgS5kcRbjxgYZZufEI,"5 Rue Daguerre, 93110 Rosny-sous-Bois, France",Sabondjian Nadia,+33 1 48 94 91 74,https://maps.google.com/?cid=4790825695773211758,"c(""clothing_store"", ""store"", ""point_of_interest"", ""establishment"")",clothing_store,,0,,,0,magasin de vêtements,da6d98b786a3b2345637128a8cf10675be40e0bd,CmRRAAAAeAKlPsbaVSRKWiS7us6N4yBViRjvKTQpXPZgDpGQjKzYQg_IxY5Ny0T11pvEElZ0TgAz7O5khZYu-BP0YTZeQTQJjxp6DTQeWikMOI_KZM3SpSgqi3XHWgml3xbs3EY3EhAQzsYQPIVZ0tep6qq-LfSDGhTMMRL_m1v0Wo74tzJQxjoL1EuihQ,93048,2.4676258,48.87773,
ChIJ_2uY3sgS5kcRhVONkNXELt0,"5 Rue Daguerre, 93110 Rosny-sous-Bois, France",Allal Lyazid,+33 1 48 94 54 73,https://maps.google.com/?cid=15937892552843023237,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,2fc81b5ccfcc1a4f98f82e1c87d1eb0b3e5264d7,CmRSAAAAdFzD068q4WNFpuO-vWuJQi295o1dG7vQvDgs16z6beLKPm0G6uu022H502Usgc01zeHaVAlPPCCVqvzoDcrkf9QJq3ln0-jv7G592kggvFbfYG_s4Q48EPKRS5TZ0d4wEhCTPe4wid40oe2x8st3aJt8GhSVuXi-V7keVkMlaDLy9yhIv5rvYA,93048,2.4676258,48.87773,
ChIJ_3ikEV5t5kcRbq15gypRUHQ,"93100 Montreuil, France",Centre Commercial Croix de Chavaux,+33 1 48 57 81 89,https://maps.google.com/?cid=8381288149572758894,"c(""shopping_mall"", ""point_of_interest"", ""establishment"")",shopping_mall,3.3,5,82,74,5,centre commercial,733e2696c7f006088c6707a17789c71c075a377d,CmRRAAAAUqZ-L7z1csTa6vW_MEZeqKB7NrkcCShP7KINmBnu7_6CahT1VrRDMi5CL--b_saSGCdJsNYRrl8jmTEkibRGBLIAUOjkJRQ1SDwoej3t84Kw2eQAXlbbH2QfpOmNvY8wEhATE7RRcHWtdUJeAbyh1iZaGhT7WTe_L0o-QywCyGbFT0Dq9wWhvA,93048,2.4354579,48.8585134,163
ChIJ_3PL-EVt5kcRBgJxw8EL4Yg,"93 Rue de Romainville, 93100 Montreuil, France",Mercier Tiresias,+33 6 20 65 35 22,https://maps.google.com/?cid=9863177585753653766,"c(""furniture_store"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",furniture_store,5,1,1467,1467,1_4,magasin de meubles,c7772c3f7536f1b1dcd63f4d56495ae1d9411a6f,CmRSAAAAXhbSPqyR6ULnmQweTpPGnMOemmMZCfQU5dyXqk-q5jEYGg6Iy-7d5QFJsSUfymQCQsEEG3Bci4k9EPgIzQ9YGY0InlhJfUlfeRA8HIz-PKUqAUhvyr6JRJNa8VfBDc8-EhDue4IdQwHV5rCKhzhHJkCLGhSqusSOpagklURgETtXat1KtSagvg,93048,2.4465687,48.8689789,
ChIJ_3PL-EVt5kcRCAIq1s2PxXA,"93 Rue de Romainville, 93100 Montreuil, France",Atelier 369,+33 4 89 27 76 93,https://maps.google.com/?cid=8126059216884072968,"c(""point_of_interest"", ""establishment"")",establishment,5,1,371,371,1_4,établissement,7b1d7e682b5bd4a4459f7ce26f7c25bc8dd19090,CmRRAAAARhcYzJKUOF5CTUAVX57bCi2mwfYbtFPicPcdgZLfm_Kloxy2XCh-9snyODQ8ALXcHGvNuZ22XWUB0Dhagjq63mk-kxdsKjqz4TbM_aK2X-8EumoNN6scCgLiwOSe2fUZEhDWc8f7rK7_x7xaQaFjuYJxGhTCsJLgUXvnW1Oh7zMwhD3deFlTFw,93048,2.4465687,48.8689789,
ChIJ_42D7rQS5kcRBNazJ2YtcOI,"63 Rue Edouard Branly, 93100 Montreuil, France",Eglise,NULL,https://maps.google.com/?cid=16316591366739318276,"c(""place_of_worship"", ""point_of_interest"", ""establishment"")",place_of_worship,,0,,,0,lieu de culte,6cb48a537035d51241f1212efacb7a84757a215a,CmRSAAAAiTAKJZuV6dqEqh8vv50RvQ7PpaYbxY_XDYMKzR-5lHaa4iQbKDIx1xevskpi_K8C6e7hz-8345aegEBZn66kNdDupvx095d_ZeCypnPO6KjxSyZdc2nHjBkLx7zxiRWTEhBDaGspByPvY4tHDUyEDD4OGhRz9IE7uGn8zgX1Jy6WHhtr9st8bQ,93048,2.4601462,48.8705177,
ChIJ_4FTd2xt5kcRb02zFwuoiso,"5 Rue d'Estienne d'Orves, 93170 Bagnolet, France",Sarl Acts Soroush,+33 1 48 97 88 74,https://maps.google.com/?cid=14594662308043246959,"c(""store"", ""point_of_interest"", ""establishment"")",store,,0,,,0,magasin,e8a4d3fb6a0f6f3e777170f372451697024ac278,CmRSAAAA463T8EXDyfl30d3I6KC-29LVeXXfAjbyXBYW3nmE6cuI-0IvVIxL4uCnjw-vyNuc0TO2sBW4b8EmApiUD1dTl63l9aTbuwIONfSaIPpyUn8LMpKKHV4eIdAypYG-gqXWEhDyuV7Oaj6myyCDgbiHSSMnGhQj-ZwnvIXTKD-aFndpxycLiw6Fgw,93048,2.4298004,48.8714363,
ChIJ_5f6fakS5kcRhNA4nLSfHn8,"33 Villa de l'Union, 93100 Montreuil, France",Abid Mehdi,+33 1 48 59 38 47,https://maps.google.com/?cid=9159934290182066308,"c(""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",home_goods_store,,0,,,0,magasin d'articles de maison,67c9eac83a337f2452cbb0a17ef38d9425207cce,CmRRAAAA9-TPe2UAm8x-COg9ducsXmKi3lMrAFzVBU1K5edqvqHsUyX1rkqd5UZHXMAdl88hNJeCq85Jzw_cHPWnWLE7V1u8ugczMrfbZD_FbEZfEIWB-06dAsUKzNDRbyyKcJnZEhA24iY0sVF6FbVpvNPmcscmGhS_54eQIrV2rlrEQiOjg-gfAPzRuA,93048,2.4627076,48.8566354,
ChIJ_6_YeoJy5kcR7YvqwYWz5vQ,"bis, 16 Rue Emile Zola, 93100 Montreuil, France",Crèche,NULL,https://maps.google.com/?cid=17646989576963263469,"c(""school"", ""point_of_interest"", ""establishment"")",school,,0,,,0,école,979359941741a3c2f03a4f08cd177a715c3984c3,CmRSAAAAbhnrP8bGTL41m3f43_h_ZrFCkGIZxhDZJR66pdAz4HuZ0a2u3Qohc7zVGAM_SlOQ04MBTmCiPUfj78JZhCeyKtwi-QP4pN4OS_YOKqWIINCXWHd9B6MhjjsiODnr9NXZEhBqnghEOlUDSpU18qB1QZ-NGhTMa8EZ3X5EhHf72ElZxKWUAiJe-A,93048,2.4196825,48.8541027,
ChIJ_6JitZ5y5kcRbF_drNbpEIU,"6 Rue des Deux Communes, 94300 Vincennes, France",PROCOMM Vincennes 2CM Conseils,+33 1 84 23 21 61,https://maps.google.com/?cid=9588420714904248172,"c(""real_estate_agency"", ""point_of_interest"", ""establishment"")",real_estate_agency,5,2,551.5,551.5,1_4,agence immobilière,865e8ea62f4de6e6c81931f5ba9dc6dc29a9d576,CmRSAAAAsSsLCfkei32F8n_NqxLRdOylEkv-5dTYHnogTPUz2PY2sGGrq7nbSgo4VLjAPN3Uf5pZPWoc7CbucW6E2g0qE73KxSBlxb0h_-cB-dLvqDeysp9So6SnJhvTOw4Q2XEZEhCgHjJqrnk2rWTwoT5qBiZ7GhTWXh3sGmh1hJj22xva6zISqWyO1A,93048,2.4296722,48.8495452,
ChIJ_6Ye3GFt5kcRFBjzv85siwE,"152 Rue de Paris, 93100 Montreuil, France",Centre d'Affaires Médical,+33 1 49 20 86 90,https://maps.google.com/?cid=111302251040151572,"c(""store"", ""health"", ""point_of_interest"", ""establishment"")",store,,0,,,0,magasin,4d997531fdb4f1205550c6eb7329a4dc460aa6f3,CmRRAAAAJjqEkYWP6ZGNavG2GYo29Dddw5mgOYR9P_q_hnQ6ub9Y1PsFWj19ofMuvvGtI6VEcKlvjIP9VRr4Si-91wl4kFWwmbSDpWrXrxbCEHOn9cqiUdxeCZnayhRFyYwmKDzzEhA_2YApc-cKyqBqmYyq6VmiGhTBIfBF0452sifM-uCAr5CiDaJqVQ,93048,2.4242422,48.8560303,
ChIJ_6Yjshdu5kcRDmTmp_zGXUE,"6 Rue des Deux Communes, 94300 Vincennes, France",La grande évasion,+33 6 62 70 82 17,https://maps.google.com/?cid=4710139573750359054,"c(""point_of_interest"", ""establishment"")",establishment,4,2,92,92,1_4,établissement,a38919a6b54bdae0f5020660105ed68fd1a06c35,CmRRAAAA-7wmLRIkRfmWPoGbUil_huab7AShrIsPJhlk34-QaF8te5u0K31DFr6zCneNDooU7ZQi-_bNSVxThTcPrgEcvYoWpqpb4wPevJMEegpQK0pYtqwJFdKg7SHfLLZuq7bIEhAG-rQs_1V-b3mVlbNE_Ov_GhTtTNSqpyQ4g2vRAGIA5tfBgZGU0w,93048,2.4294504,48.8495884,
ChIJ_706o6dy5kcRe3TS2DseasY,"93100 Montreuil, France",Desgranges-Solidarité,NULL,https://maps.google.com/?cid=14297273209430635643,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,1,1,220,220,1_4,station de bus,3923c4453b6d0d61ffa9c2dd9843ef32e3ab39f1,CmRSAAAAxQ_QilkdbeLIzdjjfvborSORMimjmDU5iLElTzdDq-NsMKM-IEZ_DDhjyi2oBGZiL9ArLbH4z6K_7mbXwLfAJhDpxfSgJRiAFvbEfjzEdr0aNjJLeyL_m9iyhvD6P8_qEhDUA6riRFWRnBWFAilikj0ZGhTk70L3Hu5p9mlR1tkSGnucgEbIsg,93048,2.443271,48.852719,
ChIJ_720s19t5kcRpAXBmCI5DOA,"2 Rue Marcelin Berthelot, 93100 Montreuil, France",Collectif Mozaïk,+33 6 32 06 94 94,https://maps.google.com/?cid=16144341584970843556,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,a4b7340cf79083142aa3865164c2ba41b01726d8,CmRSAAAAIg6zzzAYLMaA3u-B1-fQ4DKeXzFHNjfgvQvSJI_NDE5_o9Jq92uK_7YREdmSzV7kyD4aujQUeP405fm8Na3sOhbxQEm755kRlIuBVVEYAbfTQZtKT99LcgginUjWplPCEhCeh1s28GVnGwZQ3XDx330iGhRvrE26s0ySpGwEfxVRbgLX2d8CFA,93048,2.4365,48.8562,
ChIJ_7JJ3nxt5kcRrTaJc2FnL3g,"93170 Bagnolet, France",Institut De Beauté La Perle D'or,NULL,https://maps.google.com/?cid=8660254276704614061,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,456dbbfa39deaf81b707c765d6f9eadf29311957,CmRRAAAAIFms2tss5eKHQrfSID7z8wjCbAb9q7SElX9bqh0ziCR_iPSjuW2_eLN7lVbg8qf0nt8EZ8WQ3pjIWE31f9wzCt33kT73np-ZQ3KpTK84Ej1R4xzzhtz4neyt_DjcyRp8EhB-3XVA3bYcRXpD8noqrXDKGhTgKDSEr5v_lQJtEMwONRx8zKFd_A,93048,2.4219912,48.8573306,
ChIJ_7NF2lpt5kcRSdF1XzZJiyQ,"31 Rue Franklin, 93100 Montreuil, France",Fino Pizza,NULL,https://maps.google.com/?cid=2633278905006805321,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",restaurant,,0,,,0,restaurant,fa3641879b066fa1dc0ea8084749b428d1cbab71,CmRRAAAARTxK9I18Aij8-2rtJzQD805bytMkczYUAYt4asMkCOMrxjYFOLJGjYNBJfBKB4s7U2dSdiU_PRKZ4p6eQF4ER2ccBMyvgs2upICaf0abdXJDmmFx0Qjy5cIC2Sy95jbNEhBbqmg0sAszVPEJSLTzkWXBGhTUcCdzK4rsRz0ouRvc4T4ALvFfqQ,93048,2.444012,48.8634946,
ChIJ_7qF9IJy5kcR9pmyPUnCUPI,"27 Rue Emile Zola, 93100 Montreuil, France",S I P,+33 1 49 88 41 27,https://maps.google.com/?cid=17460669375138929142,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,e13f7a3b94aa1fd59a1bbdfc129e00c804ce1f5a,CmRSAAAAOsQtF8nT_VqcUtJ6n07-mp41tmakV6N98h0GgjXRXvuVK3F9H64ydFqh-ugYDx-6FkOSHDzPk3jYykFYsuBecvAegRd-vvjHdO3rUzVtzWQ1Iq_PD75qoUv4TFeyK-TbEhB_eGRcwlm-5du4Axhf7PdrGhRSSa8Lu6vhgDhT1d8Z7Tsz2aXIJA,93048,2.4207374,48.8534234,
ChIJ_7QXjZty5kcR9eARixgR_2o,"36 Rue Victor Basch, 94300 Vincennes, France",Découvertes Tropicales,+33 1 58 64 09 04,https://maps.google.com/?cid=7709899884191670517,"c(""travel_agency"", ""point_of_interest"", ""establishment"")",travel_agency,,0,,,0,agence de voyage,2690093b954accfea9d31eb3af6ff598d23d4dce,CmRRAAAA_dmSDy5mM764PBYdBLV_6npHcnDHz0ZHzTOwISG9amlsWdXZmvWQhzEj1Xjj1WiVAiHY0YiBUODznU5un0H85Eh2m0LJlB1LHyfUELmPQoetcZryId1dylrLvsYcfZiaEhCXh4EMsouHhqO2UJyikDDgGhT4YAwHHTKcVUpTWNnyDuMWGLpRqg,93048,2.4266768,48.8487077,
ChIJ_7Y7T1pt5kcRAknXeyP5H4Y,"93100 Montreuil, France",Centre Administratif,NULL,https://maps.google.com/?cid=9664717256157251842,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,3,1,514,514,1_4,station de bus,df5f5e6dca4da24508306d00cdaf06338bd6ec7c,CmRSAAAAgxuFEowoe5M2UGMwqGYW7grRLytrQmKTO6oy4tJJpTJSin1WussKJvI3_4cQIEgaEEl_iyqZa7NuA8iLXbKWOUIhQklvSLsBwUYX66r3PtKk_T-FeZf01hHY1BPlHhbiEhAnphGudNcb4UZzKkrMgsXGGhSNY6QsLT_hJYQgrCec0BT-KYvqeA,93048,2.443901,48.860825,
ChIJ_8BwXJxy5kcRKjt2oaPx6uM,"2 Rue des Longs Quartiers, 93100 Montreuil, France",Apria R.S.A.,+33 1 41 58 90 00,https://maps.google.com/?cid=16423204676250778410,"c(""point_of_interest"", ""establishment"")",establishment,2.7,5,380.4,264,5,établissement,b0bf2c7d8a0ad2340af221fe7c87de3abf189d86,CmRSAAAA95-k3_G5jH0NWTeRgR6NnyfonU6OiB-eEadVMX3ydC6QzweFoBhv_ukCj6F_3xFKzRHtG4X0z4R4ute7EDhtLmtjz4A8IaMz3sWNKRZcK2sOWr06M9g5CYA4OVi-qhpFEhA-DNVTZ1g9PyZx49gKZgEVGhRvqtRK_nAHR0V2ik3jzWeFP1BD3Q,93048,2.425963,48.850886,632
ChIJ_8BwXJxy5kcRlNDFhKNiaX8,"2 Rue des Longs Quartiers, 93556 Montreuil, France",LA RAM,+33 811 01 20 12,https://maps.google.com/?cid=9180977769818214548,"c(""health"", ""point_of_interest"", ""establishment"")",health,,0,,,0,santé,a9c98fced5a793d94f141bc60073e475018ba8b5,CmRRAAAAvppBRo7Ibr88kEKMEmxuZAqddk0rTaHGGz-6S687SxZ-8paK8fHqURqRW6q-DR6T9zDHaqvj_jb_2ht3rFhr9KAjHc86WdolBSI2aDXDey3f4dpIbSag4Dhv7gsPS_UsEhDX8Sv2L95MtuvgPH-sr3uTGhQyV0H-kCkTWklLsVan1NkxmGeUsg,93048,2.4259615,48.8511972,
ChIJ_8cpGVht5kcRhjQzMfxAu8w,"17 Boulevard Jeanne d'Arc, 93100 Montreuil, France",Ebeno • ébéniste et restaurateur •,+33 6 50 38 62 91,https://maps.google.com/?cid=14752456456283567238,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,6e691c796354d0782eb3f1b6c57828fc2f26d588,CmRSAAAAsRxSMOtObxR76rTHPhGeIRFyd-4NY5qx-eaY_Os2ll6wUYcxwNyjXd9hRmV68yn5Vwv8eEIzPQTtlB58UvH2bJQ1DfefEOjTVPY7BWXqGTa3CfVhzo2kDrr6kCKlUV-zEhBh04Zoxp8zXrW_Na840kNxGhQ2miurg7LbxfwXJtf1tlEVKoNQhQ,93048,2.4456879,48.85519,
ChIJ_8s5AH5t5kcR3SRcswpOb7k,"93100 Montreuil, France",Homme Coif'tif Femme,NULL,https://maps.google.com/?cid=13361984427297350877,"c(""laundry"", ""store"", ""point_of_interest"", ""establishment"")",laundry,,0,,,0,lessive,ad83e1185a8fefec580921bd2050d914de53275e,CmRSAAAAZBqM4r_uFkm-fThU_Z_70ztYgJvfSo5qXLfx0aZlS2JVNB7kHPB7HSH57obgrolz0egCJnKV6ms-6Aui_xwv1dABs0IbRjAF_ngIYdj2jvut_w_fRks3eKkL6TmbPObXEhBd4QaxBn-V_8PEecFJpF6yGhS4JRSt2WZDfbh3bYDfJ9dnXSEksg,93048,2.4173294,48.8547923,
ChIJ_8tUpLYS5kcRs6zu8X8w_H8,"119 -123 Rue de Rosny, 93250 Villemomble, France",Service Des Restaurants Scolaires (0),+33 1 48 54 19 47,https://maps.google.com/?cid=9222299463025863859,"c(""local_government_office"", ""point_of_interest"", ""establishment"")",local_government_office,,0,,,0,bureau local du gouvernement,565b3c68334a2b0fbea99bf03e8521572b758db7,CmRRAAAAWsXlLgDhllROb9mVSHakVkouVIYAwcenRwLN_4YGzM14ZCeCQLPLxbqhEUXm77SAccD1kRZ91mXbglzfb32hWBw_DG8xizbUuTauHkjv4_BBwu63RXKhC88FcaPHdFCDEhCHtVpQoolz1cmQ3CklEplEGhSi8rKtjzX4Bgs6PfkilmVaFttrcQ,93048,2.4643549,48.8695605,
ChIJ_8WBflBt5kcR10W05jEXGKM,"2-4 Rue Galilée, 93100 Montreuil, France",POMPES FUNEBRES Pascal LECLERC,+33 1 48 59 35 65,https://maps.google.com/?cid=11752168730714719703,"c(""funeral_home"", ""point_of_interest"", ""establishment"")",funeral_home,,0,,,0,maison funéraire,25d12cc25919071fdecf06414ca9aae5df26d30c,CmRSAAAAh16oGPgq-EqhHjWDnNq7Fi2t-v3IzgfmMyN3-2EIac6upsgsgPB_QmcC213fNMNNAGXGGNSdI_do0T33ZMBku0Zhiclh_enDOB6aLuh1vBqVfh_vg86utjAU_bR-r4QlEhAaXTTYrcwdfoQwczKrYmC-GhQ2FP6_Wff8T6lYpshnorwOFMH4Ag,93048,2.4466526,48.8614008,
ChIJ_8YtLqBy5kcRZzu4KYKNB68,"124 Rue de Vincennes, 93100 Montreuil, France",S.i.i.h.de Paris,+33 1 48 57 76 88,https://maps.google.com/?cid=12612204871659567975,"c(""real_estate_agency"", ""point_of_interest"", ""establishment"")",real_estate_agency,,0,,,0,agence immobilière,2b4e97db4e1ab2759b6058d23ae1221e8efd169c,CmRSAAAA2ARAgKEDDFfPBfxEI3H3HbSLXN6WZFYa5ArBPwbaOskIxXehf2lL5Vy9WAnjhxcXduOVbZx07XdIKNeklJbna3ZRp9wLf5ex0t9xDhri4WAi65uWCw3JAUcjzF6cgqgxEhCvB5Uq7IVDTso6Kejwe307GhTgnAZDSKIzYT1OZFgzmm-3ISJqUg,93048,2.435891,48.8548462,
ChIJ_9f88WFt5kcR4_AoxRm7efo,"17 Rue de la Révolution, 93100 Montreuil, France",Batamack Achille Roland Magloire,+33 1 48 59 03 25,https://maps.google.com/?cid=18048662701020344547,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,e4f76e8c540c8ddba39cf25a5ffbf824c496d871,CmRSAAAAdb1v_blK3XkBX4Y7IcGIUSrjHCkmLm9Ss1PCKMsKkIJVBiQxxTEr37hJ7M2xz8getHwaODw0K39CCbunA_cFpQES_j2wX7zZicewtvPgAy38UmXTwfPqV8jKDFnWcfJGEhDMdoZ0-OocS-ZizXKkLHQJGhRAOKIiF5RJCEI5TWvzslYzGo2oEw,93048,2.429459,48.8553774,
ChIJ_9f88WFt5kcRH5GY0AcH7Nw,"17 Rue de la Révolution, 93100 Montreuil, France",AVIPUR Ile de France Est,+33 1 48 59 44 62,https://maps.google.com/?cid=15919106512993685791,"c(""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",home_goods_store,3.4,5,103.8,40,5,magasin d'articles de maison,66236da7dbe1563b819bf61d75d68694fa9272c8,CmRSAAAAIgmpoDzcb4KlVJHpQ0dAwOlR_bPhpb-0JKULeTu_F2a7WyidoupTsRtQcT88y23X71SGdNQiTmJbbEHpkzxSNrLKXSboGKEGas3XYlAMboRAGerjtwU-nBxyvz-SqgL8EhDDk5pw-TnYR8v8ISmQcco4GhTS9uVPBr5kyD8T3_Rejl1B1_Z70g,93048,2.429459,48.8553774,213
ChIJ_9f88WFt5kcRPvHp99IGYmc,"17 Rue de la Révolution, 93100 Montreuil, France",LMN24,NULL,https://maps.google.com/?cid=7449524236796424510,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,638250fb5f1302fe664af361b4f26097ab072a0c,CmRRAAAA--0OribPq0yBUemRMWwdr_JuhSHsYT2ibJwHRTpMBt9jUJvXXTasbKKfnvB8VZt2sxWcFN6VhdU-atylwD-iuktmxbGH03UTXRjvYGUpnJj-3mERJxPfUbUPddno_kWeEhCm1AbN_jYKu4ggwVoTLZ1JGhRhtpowV0A-O0OQGrg0ASEv39MynQ,93048,2.429459,48.8553774,
ChIJ_9vgb7Nv5kcRZiHuod7YoqQ,"65 Rue Voltaire, 93100 Montreuil, France",Fédération Régionale des Maisons des Jeunes et de la Culture,+33 1 43 87 66 83,https://maps.google.com/?cid=11863282819158384998,"c(""point_of_interest"", ""establishment"")",establishment,5,1,271,271,1_4,établissement,1eba42abd96df46c88ae2b35b43d0e4b7a63601b,CmRSAAAAK38wRwNJIPtYLbDj6nVvchkYJBdHyUCnEDdOGfSsx_WBBH57yiJwSXSOIoWevKjV8psilJLWefoLPRWEU-8u8kYGw_pZQZ-IVeGfjivWeoUAMEZPkip_-hAWex8jQsleEhBEfy8gxYLsfLvOtbgGL3ZDGhTqzvoJxgz5E3tbxIWvWlzR03DQdQ,93048,2.422913,48.852992,
ChIJ_asXpk5t5kcRBkBrnmazlQY,"9-11 Avenue Paul Signac, 93100 Montreuil, France",Boulangerie Pâtisserie,NULL,https://maps.google.com/?cid=474482589083320326,"c(""bakery"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",bakery,,0,,,0,boulangerie,2d3900a97190504df41abf7fa477c044c5129481,CmRRAAAAwaAIiOmlWGXP-aoH8qNtWnXOsv6a1DxTWf3H76Kin4B7V-JbFk-RusA1hTs8_bb8LVMPxlZgGNecXm0rYWTIMM1IRcviekESru2Y5g-jHuV057k10d-fvx8c1XKuWwYUEhD1Uj2JKRkbu-bt5ujg4YYsGhRH74ZDscS71znvgwHC1FS6P-c-8Q,93048,2.4520796,48.8685188,
ChIJ_b4ldady5kcRNv0x7WddERs,"63 Rue de la Solidarité, 93100 Montreuil, France",Compagnie TG - Thomas Guérineau,+33 7 86 15 04 47,https://maps.google.com/?cid=1950442814570626358,"c(""point_of_interest"", ""establishment"")",establishment,5,1,699,699,1_4,établissement,b4e4f3bcfe547c57c763404f8eaf466c0de4c8e2,CmRRAAAAmWhBn4ZYopnhElo7uVlwTJRMfc3PZXHBgNFQhh0_pUz-JfBNcIEJ4DcE6Rw7g8FzGtLvb2dBOrJx2HOOl0IeBlfRHdr5QiTUgKmQ7X7IJ9k-W2F5atirgliP559KFHwnEhCLoMuod9EuJ2bHrUETEGItGhTQKHe5RbZ5tDmedYcyT-BrHyZ36A,93048,2.44249,48.852982,
ChIJ_b7DCl1t5kcRZXE69_SnTvc,"14 Rue de la Beaune, 93100 Montreuil, France",Global Soft Systems,NULL,https://maps.google.com/?cid=17820365446113292645,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,f7d15808d6f6a11e0da4616c2405ac981efc31fc,CmRSAAAA24M6NC_SU7HcGOqVNhQwLvKWU-AfRXpXQcjmUJCpoa27aFwak7J6L4uyuf7_cmeHGq7vNVO1M9XXBWYk8adEFYyHs_aoN187qcs9BZSihpM8ZhGyWbXkPoyLrLrPbFs2EhCw6NEvhey02XIqUbz8Ha0OGhR3q01GYI3oQUF0YlW9xRtIYGr82g,93048,2.4364438,48.8619795,
ChIJ_bhm3F1t5kcRhrKgDP0K4bQ,"3 Rue Parmentier, 93100 Montreuil, France","""Collège National Des Généralistes Enseignants""",+33 1 75 62 22 90,https://maps.google.com/?cid=13033710878541787782,"c(""university"", ""point_of_interest"", ""establishment"")",university,,0,,,0,university,7161daa969b74940f6dadf10630c4d3734b6b927,CmRSAAAAuF2RIF5lnpt9TLwV_-QaaxfjH7xyZr50xfieiJGi_MnRwzsnbVyWEzAxmf2ZPsAZjP-N7u43HAwhXtGC5_y_SLoB2df-Tr25dkFsK-FuUIzZQwSX10mt7cblmNVHa6x8EhAE25_1S3PNIv_PRSOlw3rbGhQSio3xt1L1vRwEnud7SejzTKLyuQ,93048,2.4355388,48.8594558,
ChIJ_bhm3F1t5kcRhrKgDP0K4bQ,"3 Rue Parmentier, 93100 Montreuil, France","""Collège National Des Généralistes Enseignants""",+33 1 75 62 22 90,https://maps.google.com/?cid=13033710878541787782,"c(""university"", ""point_of_interest"", ""establishment"")",university,,0,,,0,université,7161daa969b74940f6dadf10630c4d3734b6b927,CmRSAAAAuF2RIF5lnpt9TLwV_-QaaxfjH7xyZr50xfieiJGi_MnRwzsnbVyWEzAxmf2ZPsAZjP-N7u43HAwhXtGC5_y_SLoB2df-Tr25dkFsK-FuUIzZQwSX10mt7cblmNVHa6x8EhAE25_1S3PNIv_PRSOlw3rbGhQSio3xt1L1vRwEnud7SejzTKLyuQ,93048,2.4355388,48.8594558,
